Gene_ID	Chromosome	Raw_Count	Gene_Length_bp	RPM	RPKM
ENSG00000054611	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	445.0	413083	176.67374552707733	0.4276955128317489
ENSG00000232897	22;22	1.0	1045	0.3970196528698367	0.3799231127941022
ENSG00000235154	22;22	0.0	3840	0.0	0.0
ENSG00000100316	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31614.0	7508	12551.379305827018	1671.734057781968
ENSG00000278881	22;22	9.0	1380	3.5731768758285303	2.5892586056728484
ENSG00000075218	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	830.0	33941	329.52631188196443	9.708797969475398
ENSG00000228807	22	124.0	223	49.23043695585975	220.76429128188227
ENSG00000288540	22;22;22;22;22	0.0	12788	0.0	0.0
ENSG00000226024	22	0.0	274	0.0	0.0
ENSG00000100347	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	581.0	55090	230.66841831737514	4.187119591892814
ENSG00000075234	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	447.0	26048	177.46778483281702	6.813105990203357
ENSG00000279182	22	0.0	991	0.0	0.0
ENSG00000100106	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	509.0	79509	202.0830033107469	2.5416368374743348
ENSG00000235647	22	90.0	1167	35.731768758285305	30.618482226465556
ENSG00000198355	22;22;22;22;22;22;22;22;22	1285.0	3305	510.1702539377402	154.3631630673949
ENSG00000277232	22;22	22.0	1518	8.734432363136408	5.753908012606329
ENSG00000205593	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	136.0	17983	53.99467279029779	3.00253977591602
ENSG00000280312	22	0.0	1642	0.0	0.0
ENSG00000279712	22	45.0	9537	17.865884379142653	1.8733233070297421
ENSG00000279833	22	61.0	3671	24.21819882506004	6.597166664412978
ENSG00000100422	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	356.0	53843	141.33899642166188	2.6250208276221954
ENSG00000100239	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1284.0	101787	509.7732342848703	5.008235180178906
ENSG00000188636	22;22	423.0	5651	167.93931316394094	29.718512327719154
ENSG00000100362	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1.0	18796	0.3970196528698367	0.02112256080388576
ENSG00000100321	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	210.0	35651	83.37412710266571	2.3386195927930693
ENSG00000279642	22	0.0	620	0.0	0.0
ENSG00000100311	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	15.0	21624	5.955294793047551	0.27540208994855486
ENSG00000186732	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	2.0	96653	0.7940393057396734	0.008215361196648561
ENSG00000224856	22	5544.0	322	2201.0769555103743	6835.642718976318
ENSG00000278890	22	5.0	5630	1.9850982643491837	0.3525929421579367
ENSG00000285623	22;22;22	0.0	21642	0.0	0.0
ENSG00000280216	22	4.0	406	1.5880786114793468	3.91152367359445
ENSG00000130943	22	82.0	7681	32.55561153532661	4.238460035845152
ENSG00000236611	22;22	0.0	1878	0.0	0.0
ENSG00000100124	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	532.0	18473	211.21445532675313	11.433684584353008
ENSG00000227009	22	224.0	421	88.93240224284342	211.24086043430742
ENSG00000100300	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	779.0	11696	309.27830958560276	26.443083924897643
ENSG00000236079	22;22	0.0	1330	0.0	0.0
ENSG00000237387	22;22	6.0	1142	2.3821179172190203	2.085917615778477
ENSG00000279914	22	7.0	1298	2.779137570088857	2.1410921187125247
ENSG00000224003	22;22	2210.0	1972	877.413432842339	444.9358178713687
ENSG00000224794	22;22;22;22;22	15.0	2602	5.955294793047551	2.28873743007208
ENSG00000138944	22;22;22;22;22	3.0	69287	1.1910589586095102	0.01719022267682985
ENSG00000203527	22;22	23.0	7876	9.131452016006243	1.1594022366691523
ENSG00000183579	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	247.0	173917	98.06385425884966	0.5638543343022802
ENSG00000220702	22;22	0.0	734	0.0	0.0
ENSG00000285855	22;22;22;22;22	0.0	12110	0.0	0.0
ENSG00000280080	22;22	36.0	1951	14.292707503314121	7.325836752083096
ENSG00000285707	22;22;22	17.0	4214	6.749334098787224	1.6016454909319466
ENSG00000278960	22	4.0	352	1.5880786114793468	4.511586964429963
ENSG00000276138	22	0.0	107	0.0	0.0
ENSG00000276871	22	0.0	151	0.0	0.0
ENSG00000278188	22	0.0	106	0.0	0.0
ENSG00000277248	22	2.0	113	0.7940393057396734	7.026896510970561
ENSG00000222585	22	0.0	129	0.0	0.0
ENSG00000200443	22	0.0	105	0.0	0.0
ENSG00000223056	22	18.0	291	7.1463537516570605	24.55791667236103
ENSG00000201209	22	0.0	68	0.0	0.0
ENSG00000199797	22	0.0	97	0.0	0.0
ENSG00000276162	22	2.0	80	0.7940393057396734	9.925491321745918
ENSG00000209482	22	8.0	95	3.1761572229586936	33.43323392588099
ENSG00000276753	22	0.0	74	0.0	0.0
ENSG00000209480	22	0.0	93	0.0	0.0
ENSG00000263764	22	0.0	64	0.0	0.0
ENSG00000266887	22	0.0	59	0.0	0.0
ENSG00000266508	22	0.0	52	0.0	0.0
ENSG00000201078	22	3.0	315	1.1910589586095102	3.781139551141302
ENSG00000230120	22;22	0.0	939	0.0	0.0
ENSG00000275656	22	0.0	88	0.0	0.0
ENSG00000254127	22	1.0	316	0.3970196528698367	1.256391306550116
ENSG00000242082	22;22;22;22;22;22;22;22;22;22	11.0	73268	4.367216181568204	0.05960605150363328
ENSG00000214076	22	0.0	3730	0.0	0.0
ENSG00000273325	22	0.0	449	0.0	0.0
ENSG00000234626	22;22;22;22;22;22;22	2.0	16042	0.7940393057396734	0.04949752560401903
ENSG00000128276	22;22;22;22;22	0.0	6277	0.0	0.0
ENSG00000271093	22	0.0	313	0.0	0.0
ENSG00000274617	22	0.0	88	0.0	0.0
ENSG00000274170	22	0.0	71	0.0	0.0
ENSG00000230736	22;22;22	5.0	7680	1.9850982643491837	0.2584763365038
ENSG00000243519	22;22	0.0	454	0.0	0.0
ENSG00000241954	22;22	3.0	1846	1.1910589586095102	0.6452107034721073
ENSG00000232218	22	2.0	201	0.7940393057396734	3.950444307162554
ENSG00000100220	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1391.0	24667	552.2543371419429	22.38838679782474
ENSG00000128245	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	2003.0	13082	795.230364698283	60.78813367209011
ENSG00000227519	22;22	0.0	7044	0.0	0.0
ENSG00000240647	22	0.0	281	0.0	0.0
ENSG00000230203	22;22	14918.0	1123	5922.739181512225	5274.0331090937
ENSG00000128203	22;22;22;22	13.0	15756	5.161255487307877	0.32757397101471675
ENSG00000100104	22;22;22;22;22;22;22;22;22;22;22;22;22	377.0	10782	149.67640913192844	13.882063544048268
ENSG00000100109	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	520.0	21281	206.45021949231509	9.701152177638038
ENSG00000221760	22	2.0	112	0.7940393057396734	7.089636658389941
ENSG00000100122	22;22;22;22;22;22;22;22;22	5.0	18750	1.9850982643491837	0.10587190743195646
ENSG00000196431	22;22;22;22;22;22;22;22;22;22;22	53.0	8707	21.042041602101346	2.4166810155164056
ENSG00000252412	22	2.0	95	0.7940393057396734	8.358308481470248
ENSG00000133466	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	161.0	19220	63.92016411204371	3.3257109319481644
ENSG00000278195	22;22;22;22	3.0	8241	1.1910589586095102	0.14452845026204467
ENSG00000226233	22	709.0	154	281.48693388471423	1827.837233017625
ENSG00000187045	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	5.0	44278	1.9850982643491837	0.04483260906881936
ENSG00000215464	22;22	10457.0	789	4151.634510059883	5261.894182585402
ENSG00000100014	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	424.0	146923	168.33633281681077	1.1457452734889075
ENSG00000258555	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	13.0	171459	5.161255487307877	0.030101980574410655
ENSG00000128271	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	6.0	24479	2.3821179172190203	0.09731271364104009
ENSG00000100024	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	53.0	34284	21.042041602101346	0.6137569012396846
ENSG00000100028	22;22;22;22;22;22;22;22;22;22;22	674.0	26095	267.59124603426994	10.254502626337228
ENSG00000286070	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1.0	72981	0.3970196528698367	0.005440041282934418
ENSG00000178026	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	78.0	7589	30.967532923847262	4.080581489504185
ENSG00000100031	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	24.0	34195	9.528471668876081	0.2786510211690622
ENSG00000230947	22;22	9.0	1345	3.5731768758285303	2.6566370824003944
ENSG00000284233	22	0.0	172	0.0	0.0
ENSG00000224806	22	439.0	512	174.29162760985832	340.4133351755045
ENSG00000224334	22	3441.0	1165	1366.1446255251083	1172.6563309228395
ENSG00000237601	22	33.0	156	13.101648544704611	83.9849265686193
ENSG00000182351	22	2.0	229	0.7940393057396734	3.467420549081543
ENSG00000219438	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1.0	361360	0.3970196528698367	0.001098681793418853
ENSG00000100030	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	12518.0	108024	4969.8920146246155	46.007294810640374
ENSG00000100330	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	901.0	147700	357.71470723572287	2.4219005229229715
ENSG00000133454	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1429.0	288902	567.3410839509966	1.9637838573322326
ENSG00000228599	22	18779.0	742	7455.632061242664	10048.0216458796
ENSG00000284431	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	5.0	63526	1.9850982643491837	0.0312485952893175
ENSG00000100359	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	53.0	39699	21.042041602101346	0.5300395879518714
ENSG00000227413	22;22	33.0	506	13.101648544704611	25.892586056728483
ENSG00000172912	22;22	64.0	610	25.40925778366955	41.65452095683533
ENSG00000230071	22	6358.0	1304	2524.250952946422	1935.7752706644337
ENSG00000264661	22	0.0	85	0.0	0.0
ENSG00000237977	22	2.0	563	0.7940393057396734	1.410371768631747
ENSG00000133422	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1356.0	43645	538.3586492914985	12.334944421846684
ENSG00000276664	22	0.0	145	0.0	0.0
ENSG00000276057	22	0.0	87	0.0	0.0
ENSG00000276965	22	0.0	237	0.0	0.0
ENSG00000275307	22	0.0	181	0.0	0.0
ENSG00000269987	22;22	0.0	2334	0.0	0.0
ENSG00000269972	22;22	0.0	343	0.0	0.0
ENSG00000278008	22	8.0	3527	3.1761572229586936	0.900526572996511
ENSG00000239989	22	0.0	391	0.0	0.0
ENSG00000234764	22	41.0	745	16.277805767663306	21.8494037149843
ENSG00000183628	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	68.0	8211	26.997336395148896	3.2879474357750453
ENSG00000283809	22;22;22;22;22;22	0.0	41495	0.0	0.0
ENSG00000283583	22;22	49.0	631	19.453962990622	30.830369240288423
ENSG00000237517	22;22;22;22;22	0.0	8666	0.0	0.0
ENSG00000283366	22	0.0	154	0.0	0.0
ENSG00000270393	22	0.0	874	0.0	0.0
ENSG00000206739	22	10.0	112	3.9701965286983674	35.448183291949704
ENSG00000273311	22	183.0	2214	72.65459647518011	32.81598756783203
ENSG00000237347	22;22	882.0	712	350.17133383119597	491.8136711112303
ENSG00000281530	22	75.0	803	29.776473965237752	37.0815366939449
ENSG00000232710	22;22;22	0.0	3495	0.0	0.0
ENSG00000281538	22;22	19.0	1667	7.543373404526898	4.525119018912355
ENSG00000100246	22;22;22;22;22;22;22;22;22;22;22	104.0	15691	41.29004389846302	2.631447574945065
ENSG00000183741	22;22;22;22;22;22;22;22;22;22;22;22;22;22	1360.0	10828	539.946727902978	49.86578573171204
ENSG00000179750	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	442.0	10458	175.4826865684678	16.77975583940216
ENSG00000244509	22;22;22;22;22;22;22	2416.0	6096	959.1994813335256	157.3489962817463
ENSG00000284554	22;22;22;22;22;22;22	0.0	18914	0.0	0.0
ENSG00000128394	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	189.0	15369	75.03671439239913	4.882342012648783
ENSG00000259421	22	0.0	258	0.0	0.0
ENSG00000239713	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	170.0	10677	67.49334098787224	6.321376883756884
ENSG00000100324	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	597.0	37283	237.0207327632925	6.357340685119022
ENSG00000128268	22;22;22;22;22;22;22	585.0	35183	232.2564969288545	6.601384103938109
ENSG00000100335	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1922.0	18701	763.0717728158261	40.80379513479633
ENSG00000187051	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	656.0	3669	260.4448922826129	70.98525273442705
ENSG00000228045	22	117.0	354	46.451299385770895	131.21835984681044
ENSG00000182902	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	19.0	27546	7.543373404526898	0.27384641706697516
ENSG00000131100	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1917.0	36614	761.086674551477	20.786766661699815
ENSG00000264757	22	116.0	80	46.05427973290106	575.6784966612632
ENSG00000243156	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	1205.0	236913	478.40868170815327	2.0193433104479417
ENSG00000093100	22;22;22;22;22	8.0	23846	3.1761572229586936	0.133194549314715
ENSG00000286990	22;22	35.0	1314	13.895687850444284	10.575104909013914
ENSG00000207780	22	2.0	94	0.7940393057396734	8.447226656805036
ENSG00000235445	22;22	4.0	415	1.5880786114793468	3.826695449347824
ENSG00000234913	22;22	24.0	3039	9.528471668876081	3.135397061163567
ENSG00000237446	22;22;22	201.0	987	79.80095022683717	80.85202657227677
ENSG00000236890	22	15.0	210	5.955294793047551	28.358546633559765
ENSG00000235617	22	0.0	277	0.0	0.0
ENSG00000225225	22;22	0.0	1193	0.0	0.0
ENSG00000100312	22;22;22;22;22;22;22;22;22;22;22;22;22;22	1.0	7144	0.3970196528698367	0.05557385958424366
ENSG00000213683	22	1064.0	760	422.42891065350625	555.8275140177715
